feedback_id,feedback_date,source,product_area,product_name,rating_score,sentiment_score,nps_score,linked_case_id,verbatim_text
FB000609,2025-05-30,In-App Survey,Subscription & Cloud,Jonly Secure Subscription,5,-0.25,9.0,JNL000376,Customer care resolved my issue quickly and the Jonly app feels great now.
FB000610,2025-05-04,Community,Setup & Onboarding,Jonly Doorbell Pro,3,0.26,7.0,,The overall Jonly experience is okay but there is room for improvement in the Setup & Onboarding.
FB000611,2025-05-07,Play Store Review,Subscription & Cloud,Jonly Secure Subscription,4,0.34,,JNL003971,The Subscription & Cloud experience is much better after the latest update.
FB000612,2025-07-23,Social,Doorbell & Entry,Jonly Doorbell Pro,5,1.0,5.0,JNL003405,The Doorbell & Entry experience is much better after the latest update.
FB000613,2025-07-07,Play Store Review,Floodlight & Outdoor,Jonly Floodlight Max,2,0.04,,JNL005399,Billing for my Jonly subscription is confusing and feels unreliable.
FB000614,2025-07-11,In-App Survey,Account & Billing,Jonly Cam Indoor,4,0.26,7.0,JNL004306,The Account & Billing experience is much better after the latest update.
FB000615,2025-07-19,App Store Review,Setup & Onboarding,Jonly Hub Plus,5,1.0,,JNL002802,The video quality on my Jonly Hub Plus is excellent and notifications are reliable.
FB000616,2025-05-02,Post-Contact Survey,Camera Hardware,Jonly Cam Indoor,2,-0.17,7.0,JNL000432,Billing for my Jonly subscription is confusing and feels unreliable.
FB000617,2025-06-24,Community,Mobile App,Jonly Cam Outdoor,5,1.0,10.0,JNL004045,The video quality on my Jonly Cam Outdoor is excellent and notifications are reliable.
FB000618,2025-05-15,App Store Review,Subscription & Cloud,Jonly Secure Subscription,4,0.5,,JNL002226,Customer care resolved my issue quickly and the Jonly app feels great now.
FB000619,2025-06-05,Play Store Review,Camera Hardware,Jonly Cam Outdoor,4,0.1,,,The video quality on my Jonly Cam Outdoor is excellent and notifications are reliable.
FB000620,2025-07-24,Play Store Review,Setup & Onboarding,Jonly Secure Subscription,5,0.67,,,Customer care resolved my issue quickly and the Jonly app feels great now.
FB000621,2025-07-30,Post-Contact Survey,Floodlight & Outdoor,Jonly Floodlight Max,4,0.64,5.0,JNL002452,The Floodlight & Outdoor experience is much better after the latest update.
FB000622,2025-05-22,Social,Floodlight & Outdoor,Jonly Floodlight Max,4,0.09,9.0,JNL005201,"Very happy with my Jonly Floodlight Max from Jonly, everything works smoothly."
FB000623,2025-05-21,Post-Contact Survey,Subscription & Cloud,Jonly Secure Subscription,3,0.0,9.0,,The overall Jonly experience is okay but there is room for improvement in the Subscription & Cloud.
FB000624,2025-05-04,App Store Review,Camera Hardware,Jonly Cam Indoor,4,0.23,,JNL004541,The video quality on my Jonly Cam Indoor is excellent and notifications are reliable.
FB000625,2025-05-13,App Store Review,Doorbell & Entry,Jonly Doorbell Pro,1,-0.67,,JNL000408,My Jonly Doorbell Pro from Jonly keeps going offline and support hasn’t fully resolved it.
FB000626,2025-06-14,Retailer Review,Camera Hardware,Jonly Cam Indoor,3,0.07,,JNL000051,The overall Jonly experience is okay but there is room for improvement in the Camera Hardware.
FB000627,2025-06-20,Play Store Review,Camera Hardware,Jonly Cam Outdoor,4,-0.3,,JNL003892,"Very happy with my Jonly Cam Outdoor from Jonly, everything works smoothly."
FB000628,2025-05-22,App Store Review,Doorbell & Entry,Jonly Doorbell Pro,4,0.15,,,The video quality on my Jonly Doorbell Pro is excellent and notifications are reliable.
FB000629,2025-05-08,Community,Mobile App,Jonly Hub Plus,3,-0.46,3.0,JNL005135,The overall Jonly experience is okay but there is room for improvement in the Mobile App.
FB000630,2025-06-09,App Store Review,Doorbell & Entry,Jonly Doorbell Pro,4,-0.06,,JNL005465,The video quality on my Jonly Doorbell Pro is excellent and notifications are reliable.
FB000631,2025-07-05,Post-Contact Survey,Setup & Onboarding,Jonly Secure Subscription,4,0.51,5.0,JNL001425,"Very happy with my Jonly Secure Subscription from Jonly, everything works smoothly."
FB000632,2025-05-07,In-App Survey,Floodlight & Outdoor,Jonly Floodlight Max,5,1.0,10.0,,"Very happy with my Jonly Floodlight Max from Jonly, everything works smoothly."
FB000633,2025-07-13,Post-Contact Survey,Camera Hardware,Jonly Cam Indoor,3,0.2,5.0,JNL000825,The overall Jonly experience is okay but there is room for improvement in the Camera Hardware.
FB000634,2025-06-26,In-App Survey,Doorbell & Entry,Jonly Doorbell Pro,4,0.76,9.0,JNL001137,Customer care resolved my issue quickly and the Jonly app feels great now.
FB000635,2025-06-12,Community,Account & Billing,Jonly Floodlight Max,4,0.34,10.0,JNL002114,Customer care resolved my issue quickly and the Jonly app feels great now.
FB000636,2025-06-22,Post-Contact Survey,Floodlight & Outdoor,Jonly Floodlight Max,2,-0.15,0.0,JNL000281,Billing for my Jonly subscription is confusing and feels unreliable.
FB000637,2025-06-20,Community,Camera Hardware,Jonly Cam Indoor,3,1.0,7.0,JNL004640,The overall Jonly experience is okay but there is room for improvement in the Camera Hardware.
FB000638,2025-05-05,Post-Contact Survey,Subscription & Cloud,Jonly Secure Subscription,5,1.0,10.0,JNL004278,"Very happy with my Jonly Secure Subscription from Jonly, everything works smoothly."
FB000639,2025-07-29,Community,Doorbell & Entry,Jonly Doorbell Pro,4,0.7,7.0,,The video quality on my Jonly Doorbell Pro is excellent and notifications are reliable.
FB000640,2025-06-12,Play Store Review,Camera Hardware,Jonly Cam Indoor,4,0.61,,JNL003315,The video quality on my Jonly Cam Indoor is excellent and notifications are reliable.
FB000641,2025-05-08,App Store Review,Doorbell & Entry,Jonly Doorbell Pro,2,0.06,,JNL003172,The Jonly app is slow and keeps freezing when I check live view on my Jonly Doorbell Pro.
FB000642,2025-05-15,Post-Contact Survey,Subscription & Cloud,Jonly Secure Subscription,5,0.51,3.0,JNL003379,"Very happy with my Jonly Secure Subscription from Jonly, everything works smoothly."
FB000643,2025-07-20,Retailer Review,Mobile App,Jonly Doorbell Pro,2,-1.0,,JNL003869,The Jonly app is slow and keeps freezing when I check live view on my Jonly Doorbell Pro.
FB000644,2025-07-31,Social,Account & Billing,Jonly Cam Indoor,3,-0.15,9.0,,The overall Jonly experience is okay but there is room for improvement in the Account & Billing.
FB000645,2025-06-08,Post-Contact Survey,Camera Hardware,Jonly Cam Indoor,2,-0.15,10.0,JNL000077,Still having issues with the Camera Hardware despite multiple contacts with Jonly support.
FB000646,2025-07-09,Social,Floodlight & Outdoor,Jonly Floodlight Max,2,-0.78,7.0,,Still having issues with the Floodlight & Outdoor despite multiple contacts with Jonly support.
FB000647,2025-05-12,In-App Survey,Doorbell & Entry,Jonly Doorbell Pro,3,-0.2,9.0,JNL000995,The overall Jonly experience is okay but there is room for improvement in the Doorbell & Entry.
FB000648,2025-05-19,App Store Review,Subscription & Cloud,Jonly Secure Subscription,5,1.0,,JNL002257,The Subscription & Cloud experience is much better after the latest update.
FB000649,2025-05-26,In-App Survey,Mobile App,Jonly Doorbell Pro,2,-0.29,7.0,JNL001536,Still having issues with the Mobile App despite multiple contacts with Jonly support.
FB000650,2025-05-08,Social,Subscription & Cloud,Jonly Secure Subscription,1,-1.0,7.0,JNL001187,Still having issues with the Subscription & Cloud despite multiple contacts with Jonly support.
FB000651,2025-06-06,Post-Contact Survey,Doorbell & Entry,Jonly Doorbell Pro,4,1.0,5.0,JNL004567,The video quality on my Jonly Doorbell Pro is excellent and notifications are reliable.
FB000652,2025-07-30,Post-Contact Survey,Camera Hardware,Jonly Cam Outdoor,5,1.0,0.0,JNL002082,"Very happy with my Jonly Cam Outdoor from Jonly, everything works smoothly."
FB000653,2025-05-18,App Store Review,Setup & Onboarding,Jonly Cam Indoor,2,-1.0,,,Still having issues with the Setup & Onboarding despite multiple contacts with Jonly support.
FB000654,2025-05-18,App Store Review,Floodlight & Outdoor,Jonly Floodlight Max,4,0.24,,JNL005331,"Very happy with my Jonly Floodlight Max from Jonly, everything works smoothly."
FB000655,2025-07-24,App Store Review,Mobile App,Jonly Hub Plus,2,-1.0,,JNL002560,The Jonly app is slow and keeps freezing when I check live view on my Jonly Hub Plus.
FB000656,2025-05-05,Social,Account & Billing,Jonly Doorbell Pro,5,0.96,5.0,,The video quality on my Jonly Doorbell Pro is excellent and notifications are reliable.
FB000657,2025-07-29,App Store Review,Mobile App,Jonly Hub Plus,4,1.0,,JNL002591,Customer care resolved my issue quickly and the Jonly app feels great now.
FB000658,2025-06-13,Community,Account & Billing,Jonly Doorbell Pro,4,0.22,5.0,,The video quality on my Jonly Doorbell Pro is excellent and notifications are reliable.
FB000659,2025-05-06,In-App Survey,Doorbell & Entry,Jonly Doorbell Pro,2,-0.67,10.0,JNL001364,The Jonly app is slow and keeps freezing when I check live view on my Jonly Doorbell Pro.
FB000660,2025-05-15,Community,Setup & Onboarding,Jonly Cam Outdoor,5,1.0,5.0,,"Very happy with my Jonly Cam Outdoor from Jonly, everything works smoothly."
FB000661,2025-06-21,Retailer Review,Mobile App,Jonly Secure Subscription,5,0.68,,JNL005283,The Mobile App experience is much better after the latest update.
FB000662,2025-06-25,Community,Floodlight & Outdoor,Jonly Floodlight Max,3,0.03,5.0,JNL003424,"Mixed feelings about my Jonly Floodlight Max so far, some features are good and some are frustrating."
FB000663,2025-07-24,Post-Contact Survey,Subscription & Cloud,Jonly Secure Subscription,2,-1.0,7.0,JNL003709,Billing for my Jonly subscription is confusing and feels unreliable.
FB000664,2025-05-16,Post-Contact Survey,Subscription & Cloud,Jonly Secure Subscription,3,-0.27,7.0,,"Mixed feelings about my Jonly Secure Subscription so far, some features are good and some are frustrating."
FB000665,2025-05-02,In-App Survey,Doorbell & Entry,Jonly Doorbell Pro,5,1.0,9.0,JNL000497,Customer care resolved my issue quickly and the Jonly app feels great now.
FB000666,2025-06-21,Post-Contact Survey,Subscription & Cloud,Jonly Secure Subscription,1,-0.39,5.0,,Still having issues with the Subscription & Cloud despite multiple contacts with Jonly support.
FB000667,2025-07-26,Play Store Review,Account & Billing,Jonly Hub Mini,5,0.57,,,Customer care resolved my issue quickly and the Jonly app feels great now.
FB000668,2025-05-31,Retailer Review,Setup & Onboarding,Jonly Doorbell Pro,5,1.0,,JNL002017,The video quality on my Jonly Doorbell Pro is excellent and notifications are reliable.
FB000669,2025-05-14,Social,Setup & Onboarding,Jonly Floodlight Max,4,1.0,7.0,JNL003082,The Setup & Onboarding experience is much better after the latest update.
FB000670,2025-06-06,App Store Review,Mobile App,Jonly Doorbell Pro,2,-1.0,,,Billing for my Jonly subscription is confusing and feels unreliable.
FB000671,2025-06-24,Post-Contact Survey,Subscription & Cloud,Jonly Secure Subscription,3,-0.38,7.0,,"Mixed feelings about my Jonly Secure Subscription so far, some features are good and some are frustrating."
FB000672,2025-06-20,Post-Contact Survey,Subscription & Cloud,Jonly Secure Subscription,3,-0.54,9.0,JNL003462,The overall Jonly experience is okay but there is room for improvement in the Subscription & Cloud.
FB000673,2025-06-10,Community,Floodlight & Outdoor,Jonly Floodlight Max,5,1.0,0.0,JNL000347,Customer care resolved my issue quickly and the Jonly app feels great now.
FB000674,2025-07-01,Play Store Review,Subscription & Cloud,Jonly Secure Subscription,5,1.0,,,The Subscription & Cloud experience is much better after the latest update.
FB000675,2025-05-04,Social,Mobile App,Jonly Secure Subscription,1,-0.75,7.0,JNL004488,My Jonly Secure Subscription from Jonly keeps going offline and support hasn’t fully resolved it.
FB000676,2025-07-21,App Store Review,Subscription & Cloud,Jonly Secure Subscription,3,0.36,,JNL000697,"Mixed feelings about my Jonly Secure Subscription so far, some features are good and some are frustrating."
FB000677,2025-05-06,Community,Camera Hardware,Jonly Cam Outdoor,3,-0.06,7.0,,The overall Jonly experience is okay but there is room for improvement in the Camera Hardware.
FB000678,2025-07-29,Post-Contact Survey,Subscription & Cloud,Jonly Secure Subscription,5,1.0,0.0,,The Subscription & Cloud experience is much better after the latest update.
FB000679,2025-06-18,Post-Contact Survey,Floodlight & Outdoor,Jonly Floodlight Max,5,1.0,5.0,JNL000472,The video quality on my Jonly Floodlight Max is excellent and notifications are reliable.
FB000680,2025-06-12,Play Store Review,Floodlight & Outdoor,Jonly Floodlight Max,1,-1.0,,JNL001693,Billing for my Jonly subscription is confusing and feels unreliable.
FB000681,2025-06-11,Post-Contact Survey,Doorbell & Entry,Jonly Doorbell Pro,2,-0.77,9.0,JNL000077,My Jonly Doorbell Pro from Jonly keeps going offline and support hasn’t fully resolved it.
FB000682,2025-05-08,Retailer Review,Camera Hardware,Jonly Cam Indoor,4,1.0,,JNL000719,Customer care resolved my issue quickly and the Jonly app feels great now.
FB000683,2025-07-23,Post-Contact Survey,Account & Billing,Jonly Cam Outdoor,3,-0.24,9.0,,The overall Jonly experience is okay but there is room for improvement in the Account & Billing.
FB000684,2025-06-05,Post-Contact Survey,Account & Billing,Jonly Cam Indoor,5,0.35,5.0,JNL004269,Customer care resolved my issue quickly and the Jonly app feels great now.
FB000685,2025-07-04,Community,Setup & Onboarding,Jonly Cam Outdoor,4,0.35,7.0,,Customer care resolved my issue quickly and the Jonly app feels great now.
FB000686,2025-06-01,Play Store Review,Account & Billing,Jonly Cam Outdoor,3,0.37,,JNL004828,The overall Jonly experience is okay but there is room for improvement in the Account & Billing.
FB000687,2025-07-13,Post-Contact Survey,Subscription & Cloud,Jonly Secure Subscription,4,0.57,10.0,JNL001576,"Very happy with my Jonly Secure Subscription from Jonly, everything works smoothly."
FB000688,2025-07-16,Post-Contact Survey,Mobile App,Jonly Hub Plus,5,1.0,7.0,JNL002375,Customer care resolved my issue quickly and the Jonly app feels great now.
FB000689,2025-07-19,In-App Survey,Mobile App,Jonly Hub Plus,4,0.54,5.0,JNL002941,The video quality on my Jonly Hub Plus is excellent and notifications are reliable.
FB000690,2025-05-04,Post-Contact Survey,Account & Billing,Jonly Doorbell Pro,3,-0.08,9.0,,The overall Jonly experience is okay but there is room for improvement in the Account & Billing.
FB000691,2025-05-27,Post-Contact Survey,Floodlight & Outdoor,Jonly Floodlight Max,5,0.69,3.0,JNL004041,Customer care resolved my issue quickly and the Jonly app feels great now.
FB000692,2025-06-25,Post-Contact Survey,Doorbell & Entry,Jonly Doorbell Pro,3,0.18,9.0,,"Mixed feelings about my Jonly Doorbell Pro so far, some features are good and some are frustrating."
FB000693,2025-05-19,Retailer Review,Subscription & Cloud,Jonly Secure Subscription,1,-0.92,,JNL000670,The Jonly app is slow and keeps freezing when I check live view on my Jonly Secure Subscription.
FB000694,2025-06-07,Post-Contact Survey,Camera Hardware,Jonly Cam Outdoor,5,1.0,7.0,JNL000249,Customer care resolved my issue quickly and the Jonly app feels great now.
FB000695,2025-06-05,App Store Review,Mobile App,Jonly Floodlight Max,5,0.97,,JNL004974,"Very happy with my Jonly Floodlight Max from Jonly, everything works smoothly."
FB000696,2025-06-30,Play Store Review,Mobile App,Jonly Floodlight Max,5,0.87,,JNL001677,The video quality on my Jonly Floodlight Max is excellent and notifications are reliable.
FB000697,2025-05-26,Post-Contact Survey,Doorbell & Entry,Jonly Doorbell Pro,2,0.15,10.0,JNL001750,Billing for my Jonly subscription is confusing and feels unreliable.
FB000698,2025-06-22,Post-Contact Survey,Camera Hardware,Jonly Cam Indoor,3,-0.24,7.0,,"Mixed feelings about my Jonly Cam Indoor so far, some features are good and some are frustrating."
FB000699,2025-07-18,In-App Survey,Account & Billing,Jonly Floodlight Max,4,0.28,3.0,JNL003661,The Account & Billing experience is much better after the latest update.
FB000700,2025-06-02,Post-Contact Survey,Account & Billing,Jonly Secure Subscription,1,-0.97,3.0,JNL000311,Billing for my Jonly subscription is confusing and feels unreliable.
FB000701,2025-05-11,Play Store Review,Mobile App,Jonly Secure Subscription,4,0.55,,JNL001481,The video quality on my Jonly Secure Subscription is excellent and notifications are reliable.
FB000702,2025-05-08,Post-Contact Survey,Account & Billing,Jonly Hub Mini,5,1.0,7.0,JNL000418,"Very happy with my Jonly Hub Mini from Jonly, everything works smoothly."
FB000703,2025-05-09,Community,Mobile App,Jonly Cam Indoor,5,0.61,5.0,JNL003755,The video quality on my Jonly Cam Indoor is excellent and notifications are reliable.
FB000704,2025-06-12,App Store Review,Floodlight & Outdoor,Jonly Floodlight Max,4,0.51,,,"Very happy with my Jonly Floodlight Max from Jonly, everything works smoothly."
FB000705,2025-07-30,Social,Mobile App,Jonly Cam Indoor,3,0.37,7.0,,"Mixed feelings about my Jonly Cam Indoor so far, some features are good and some are frustrating."
FB000706,2025-07-04,Social,Floodlight & Outdoor,Jonly Floodlight Max,3,-0.53,7.0,,The overall Jonly experience is okay but there is room for improvement in the Floodlight & Outdoor.
FB000707,2025-06-12,Post-Contact Survey,Subscription & Cloud,Jonly Secure Subscription,5,0.76,3.0,JNL004625,The Subscription & Cloud experience is much better after the latest update.
FB000708,2025-07-01,Post-Contact Survey,Setup & Onboarding,Jonly Floodlight Max,5,0.7,5.0,JNL005487,The video quality on my Jonly Floodlight Max is excellent and notifications are reliable.
FB000709,2025-07-09,In-App Survey,Setup & Onboarding,Jonly Secure Subscription,5,1.0,9.0,JNL001309,Customer care resolved my issue quickly and the Jonly app feels great now.
FB000710,2025-07-12,Post-Contact Survey,Floodlight & Outdoor,Jonly Floodlight Max,3,-0.23,5.0,,The overall Jonly experience is okay but there is room for improvement in the Floodlight & Outdoor.
FB000711,2025-07-12,Post-Contact Survey,Mobile App,Jonly Floodlight Max,3,0.23,7.0,JNL002097,"Mixed feelings about my Jonly Floodlight Max so far, some features are good and some are frustrating."
FB000712,2025-05-12,Post-Contact Survey,Setup & Onboarding,Jonly Cam Indoor,4,0.07,7.0,JNL004529,"Very happy with my Jonly Cam Indoor from Jonly, everything works smoothly."
FB000713,2025-07-29,In-App Survey,Setup & Onboarding,Jonly Doorbell Pro,5,1.0,7.0,,"Very happy with my Jonly Doorbell Pro from Jonly, everything works smoothly."
FB000714,2025-06-25,In-App Survey,Account & Billing,Jonly Cam Indoor,4,0.3,10.0,JNL004206,The video quality on my Jonly Cam Indoor is excellent and notifications are reliable.
FB000715,2025-05-24,Social,Floodlight & Outdoor,Jonly Floodlight Max,3,-0.23,9.0,JNL001187,"Mixed feelings about my Jonly Floodlight Max so far, some features are good and some are frustrating."
FB000716,2025-05-19,Social,Mobile App,Jonly Doorbell Pro,5,1.0,9.0,,The Mobile App experience is much better after the latest update.
FB000717,2025-07-29,App Store Review,Account & Billing,Jonly Cam Indoor,2,-0.44,,,Billing for my Jonly subscription is confusing and feels unreliable.
FB000718,2025-05-15,Social,Setup & Onboarding,Jonly Secure Subscription,3,-0.49,9.0,JNL003615,The overall Jonly experience is okay but there is room for improvement in the Setup & Onboarding.
FB000719,2025-07-17,Post-Contact Survey,Doorbell & Entry,Jonly Doorbell Pro,3,0.57,9.0,JNL003045,"Mixed feelings about my Jonly Doorbell Pro so far, some features are good and some are frustrating."
FB000720,2025-07-03,Play Store Review,Account & Billing,Jonly Hub Mini,3,0.05,,JNL003072,"Mixed feelings about my Jonly Hub Mini so far, some features are good and some are frustrating."
FB000721,2025-06-20,App Store Review,Camera Hardware,Jonly Cam Outdoor,5,1.0,,JNL003616,The Camera Hardware experience is much better after the latest update.
FB000722,2025-06-14,Retailer Review,Doorbell & Entry,Jonly Doorbell Pro,2,-0.12,,,Still having issues with the Doorbell & Entry despite multiple contacts with Jonly support.
FB000723,2025-05-24,App Store Review,Setup & Onboarding,Jonly Cam Indoor,4,0.22,,JNL001599,"Very happy with my Jonly Cam Indoor from Jonly, everything works smoothly."
FB000724,2025-07-15,App Store Review,Camera Hardware,Jonly Cam Outdoor,3,-0.05,,JNL001807,The overall Jonly experience is okay but there is room for improvement in the Camera Hardware.
FB000725,2025-05-10,Social,Camera Hardware,Jonly Cam Outdoor,4,-0.04,7.0,,Customer care resolved my issue quickly and the Jonly app feels great now.
FB000726,2025-06-25,Post-Contact Survey,Account & Billing,Jonly Doorbell Pro,2,-0.06,0.0,,The Jonly app is slow and keeps freezing when I check live view on my Jonly Doorbell Pro.
FB000727,2025-07-29,Play Store Review,Camera Hardware,Jonly Cam Indoor,1,-1.0,,,Still having issues with the Camera Hardware despite multiple contacts with Jonly support.
FB000728,2025-07-18,Community,Subscription & Cloud,Jonly Secure Subscription,2,0.1,10.0,,My Jonly Secure Subscription from Jonly keeps going offline and support hasn’t fully resolved it.
FB000729,2025-07-18,Post-Contact Survey,Floodlight & Outdoor,Jonly Floodlight Max,5,1.0,10.0,,"Very happy with my Jonly Floodlight Max from Jonly, everything works smoothly."
FB000730,2025-06-30,Post-Contact Survey,Account & Billing,Jonly Doorbell Pro,4,0.54,9.0,JNL002784,Customer care resolved my issue quickly and the Jonly app feels great now.
FB000731,2025-06-16,Retailer Review,Doorbell & Entry,Jonly Doorbell Pro,3,0.14,,,"Mixed feelings about my Jonly Doorbell Pro so far, some features are good and some are frustrating."
FB000732,2025-06-03,Post-Contact Survey,Floodlight & Outdoor,Jonly Floodlight Max,5,1.0,7.0,JNL002999,The Floodlight & Outdoor experience is much better after the latest update.
FB000733,2025-05-30,App Store Review,Camera Hardware,Jonly Cam Indoor,5,0.76,,JNL000465,The Camera Hardware experience is much better after the latest update.
FB000734,2025-05-15,In-App Survey,Subscription & Cloud,Jonly Secure Subscription,4,0.76,0.0,,The Subscription & Cloud experience is much better after the latest update.
FB000735,2025-05-16,Post-Contact Survey,Account & Billing,Jonly Floodlight Max,4,0.62,3.0,JNL001224,Customer care resolved my issue quickly and the Jonly app feels great now.
FB000736,2025-05-31,Play Store Review,Subscription & Cloud,Jonly Secure Subscription,4,0.62,,JNL002022,The Subscription & Cloud experience is much better after the latest update.
FB000737,2025-07-04,Play Store Review,Setup & Onboarding,Jonly Hub Plus,2,-1.0,,JNL004678,Billing for my Jonly subscription is confusing and feels unreliable.
FB000738,2025-05-30,Post-Contact Survey,Floodlight & Outdoor,Jonly Floodlight Max,1,-1.0,5.0,JNL001375,Billing for my Jonly subscription is confusing and feels unreliable.
FB000739,2025-06-06,In-App Survey,Doorbell & Entry,Jonly Doorbell Pro,4,0.35,7.0,JNL002606,The video quality on my Jonly Doorbell Pro is excellent and notifications are reliable.
FB000740,2025-07-18,App Store Review,Setup & Onboarding,Jonly Cam Outdoor,2,-0.98,,,Still having issues with the Setup & Onboarding despite multiple contacts with Jonly support.
FB000741,2025-05-01,Community,Account & Billing,Jonly Hub Plus,5,1.0,7.0,JNL004207,"Very happy with my Jonly Hub Plus from Jonly, everything works smoothly."
FB000742,2025-05-19,Retailer Review,Setup & Onboarding,Jonly Secure Subscription,5,0.42,,JNL005475,The Setup & Onboarding experience is much better after the latest update.
FB000743,2025-06-24,Community,Mobile App,Jonly Secure Subscription,4,0.52,9.0,JNL002345,"Very happy with my Jonly Secure Subscription from Jonly, everything works smoothly."
FB000744,2025-06-22,In-App Survey,Camera Hardware,Jonly Cam Outdoor,3,-0.42,3.0,JNL001652,"Mixed feelings about my Jonly Cam Outdoor so far, some features are good and some are frustrating."
FB000745,2025-06-02,In-App Survey,Account & Billing,Jonly Hub Mini,4,0.55,10.0,JNL002143,The Account & Billing experience is much better after the latest update.
FB000746,2025-06-28,Community,Floodlight & Outdoor,Jonly Floodlight Max,2,-0.42,3.0,,Still having issues with the Floodlight & Outdoor despite multiple contacts with Jonly support.
FB000747,2025-05-28,Play Store Review,Account & Billing,Jonly Doorbell Pro,5,-0.1,,JNL003405,The Account & Billing experience is much better after the latest update.
FB000748,2025-06-22,App Store Review,Doorbell & Entry,Jonly Doorbell Pro,3,-0.36,,JNL002405,The overall Jonly experience is okay but there is room for improvement in the Doorbell & Entry.
FB000749,2025-05-26,App Store Review,Setup & Onboarding,Jonly Cam Outdoor,3,-0.35,,,The overall Jonly experience is okay but there is room for improvement in the Setup & Onboarding.
FB000750,2025-06-08,Retailer Review,Subscription & Cloud,Jonly Secure Subscription,1,-0.88,,JNL004160,Billing for my Jonly subscription is confusing and feels unreliable.
FB000751,2025-06-16,Play Store Review,Camera Hardware,Jonly Cam Outdoor,4,0.53,,JNL003630,"Very happy with my Jonly Cam Outdoor from Jonly, everything works smoothly."
FB000752,2025-06-07,Community,Subscription & Cloud,Jonly Secure Subscription,3,0.61,9.0,,"Mixed feelings about my Jonly Secure Subscription so far, some features are good and some are frustrating."
FB000753,2025-05-16,Retailer Review,Subscription & Cloud,Jonly Secure Subscription,4,0.88,,JNL003566,"Very happy with my Jonly Secure Subscription from Jonly, everything works smoothly."
FB000754,2025-07-01,Play Store Review,Camera Hardware,Jonly Cam Outdoor,2,-0.79,,,The Jonly app is slow and keeps freezing when I check live view on my Jonly Cam Outdoor.
FB000755,2025-05-30,Post-Contact Survey,Mobile App,Jonly Secure Subscription,4,-0.08,9.0,JNL001481,The Mobile App experience is much better after the latest update.
FB000756,2025-07-19,Post-Contact Survey,Mobile App,Jonly Cam Indoor,4,0.43,3.0,,The Mobile App experience is much better after the latest update.
FB000757,2025-05-28,App Store Review,Subscription & Cloud,Jonly Secure Subscription,3,0.55,,,The overall Jonly experience is okay but there is room for improvement in the Subscription & Cloud.
FB000758,2025-06-03,Community,Subscription & Cloud,Jonly Secure Subscription,3,-0.21,10.0,JNL000717,"Mixed feelings about my Jonly Secure Subscription so far, some features are good and some are frustrating."
FB000759,2025-07-16,Post-Contact Survey,Camera Hardware,Jonly Cam Outdoor,3,0.12,5.0,,The overall Jonly experience is okay but there is room for improvement in the Camera Hardware.
FB000760,2025-07-19,In-App Survey,Mobile App,Jonly Secure Subscription,1,-0.56,7.0,JNL005018,The Jonly app is slow and keeps freezing when I check live view on my Jonly Secure Subscription.
FB000761,2025-05-11,Retailer Review,Subscription & Cloud,Jonly Secure Subscription,1,-1.0,,JNL001658,Still having issues with the Subscription & Cloud despite multiple contacts with Jonly support.
FB000762,2025-05-29,In-App Survey,Subscription & Cloud,Jonly Secure Subscription,1,-1.0,0.0,JNL004257,My Jonly Secure Subscription from Jonly keeps going offline and support hasn’t fully resolved it.
FB000763,2025-06-26,App Store Review,Doorbell & Entry,Jonly Doorbell Pro,4,1.0,,,"Very happy with my Jonly Doorbell Pro from Jonly, everything works smoothly."
FB000764,2025-05-21,Social,Setup & Onboarding,Jonly Floodlight Max,4,0.32,5.0,JNL002848,Customer care resolved my issue quickly and the Jonly app feels great now.
FB000765,2025-05-24,Social,Camera Hardware,Jonly Cam Indoor,3,-0.22,5.0,JNL005237,"Mixed feelings about my Jonly Cam Indoor so far, some features are good and some are frustrating."
FB000766,2025-07-06,In-App Survey,Setup & Onboarding,Jonly Hub Plus,2,-0.46,5.0,JNL003355,My Jonly Hub Plus from Jonly keeps going offline and support hasn’t fully resolved it.
FB000767,2025-07-08,Play Store Review,Doorbell & Entry,Jonly Doorbell Pro,5,0.76,,JNL005452,Customer care resolved my issue quickly and the Jonly app feels great now.
FB000768,2025-06-02,Social,Floodlight & Outdoor,Jonly Floodlight Max,2,-1.0,9.0,JNL004614,Billing for my Jonly subscription is confusing and feels unreliable.
FB000769,2025-05-09,Community,Mobile App,Jonly Doorbell Pro,5,1.0,7.0,JNL003041,"Very happy with my Jonly Doorbell Pro from Jonly, everything works smoothly."
FB000770,2025-05-07,In-App Survey,Camera Hardware,Jonly Cam Indoor,3,-0.15,10.0,JNL003652,The overall Jonly experience is okay but there is room for improvement in the Camera Hardware.
FB000771,2025-06-28,Community,Floodlight & Outdoor,Jonly Floodlight Max,5,1.0,10.0,JNL002005,Customer care resolved my issue quickly and the Jonly app feels great now.
FB000772,2025-07-19,Play Store Review,Camera Hardware,Jonly Cam Outdoor,4,0.3,,,The video quality on my Jonly Cam Outdoor is excellent and notifications are reliable.
FB000773,2025-07-18,Social,Camera Hardware,Jonly Cam Indoor,3,0.54,9.0,JNL000502,"Mixed feelings about my Jonly Cam Indoor so far, some features are good and some are frustrating."
FB000774,2025-07-04,Play Store Review,Setup & Onboarding,Jonly Cam Outdoor,4,0.41,,,The video quality on my Jonly Cam Outdoor is excellent and notifications are reliable.
